,Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,manufacturing_price,sale_price,gross_sales,sales,cogs,profit,discounts,sales_price
207,midmarket,Mexico, VTT , Low ,1514.0, $250.00 , $15.00 ," $22,710.00 ", $908.40 ," $21,801.60 "," $15,140.00 "," $6,661.60 ",01/10/2013,10, October ,2013,250.0,15.00 ,22710.0,21801.6,15140.0,6661.60 ,908.4,15.0
208,government,Mexico, Amarilla , Low ,1865.0, $260.00 , $350.00 ," $652,750.00 "," $26,110.00 "," $626,640.00 "," $484,900.00 "," $141,740.00 ",01/02/2014,2, February ,2014,260.0,350.00 ,652750.0,626640.0,484900.0,141740.00 ,26110.0,350.0
209,enterprise,Mexico, Amarilla , Low ,1074.0, $260.00 , $125.00 ," $134,250.00 "," $5,370.00 "," $128,880.00 "," $128,880.00 ", $-   ,01/04/2014,4, April ,2014,260.0,125.00 ,134250.0,128880.0,128880.0,   ,5370.0,125.0
210,government,Germany, Amarilla , Low ,1907.0, $260.00 , $350.00 ," $667,450.00 "," $26,698.00 "," $640,752.00 "," $495,820.00 "," $144,932.00 ",01/09/2014,9, September ,2014,260.0,350.00 ,667450.0,640752.0,495820.0,144932.00 ,26698.0,350.0
211,midmarket,United States of America, Amarilla , Low ,671.0, $260.00 , $15.00 ," $10,065.00 ", $402.60 ," $9,662.40 "," $6,710.00 "," $2,952.40 ",01/10/2013,10, October ,2013,260.0,15.00 ,10065.0,9662.4,6710.0,2952.40 ,402.6,15.0
212,government,Canada, Amarilla , Low ,1778.0, $260.00 , $350.00 ," $622,300.00 "," $24,892.00 "," $597,408.00 "," $462,280.00 "," $135,128.00 ",01/12/2013,12, December ,2013,260.0,350.00 ,622300.0,597408.0,462280.0,135128.00 ,24892.0,350.0
213,government,Germany, Montana , Medium ,1159.0, $5.00 , $7.00 ," $8,113.00 ", $405.65 ," $7,707.35 "," $5,795.00 "," $1,912.35 ",01/10/2013,10, October ,2013,5.0,7.00 ,8113.0,7707.35,5795.0,1912.35 ,405.65,7.0
214,government,Germany, Paseo , Medium ,1372.0, $10.00 , $7.00 ," $9,604.00 ", $480.20 ," $9,123.80 "," $6,860.00 "," $2,263.80 ",01/01/2014,1, January ,2014,10.0,7.00 ,9604.0,9123.8,6860.0,2263.80 ,480.2,7.0
215,government,Canada, Paseo , Medium ,2349.0, $10.00 , $7.00 ," $16,443.00 ", $822.15 ," $15,620.85 "," $11,745.00 "," $3,875.85 ",01/09/2013,9, September ,2013,10.0,7.00 ,16443.0,15620.85,11745.0,3875.85 ,822.15,7.0
216,government,Mexico, Paseo , Medium ,2689.0, $10.00 , $7.00 ," $18,823.00 ", $941.15 ," $17,881.85 "," $13,445.00 "," $4,436.85 ",01/10/2014,10, October ,2014,10.0,7.00 ,18823.0,17881.85,13445.0,4436.85 ,941.15,7.0
217,channel partners,Canada, Paseo , Medium ,2431.0, $10.00 , $12.00 ," $29,172.00 "," $1,458.60 "," $27,713.40 "," $7,293.00 "," $20,420.40 ",01/12/2014,12, December ,2014,10.0,12.00 ,29172.0,27713.4,7293.0,20420.40 ,1458.6,12.0
218,channel partners,Canada, Velo , Medium ,2431.0, $120.00 , $12.00 ," $29,172.00 "," $1,458.60 "," $27,713.40 "," $7,293.00 "," $20,420.40 ",01/12/2014,12, December ,2014,120.0,12.00 ,29172.0,27713.4,7293.0,20420.40 ,1458.6,12.0
219,government,Mexico, VTT , Medium ,2689.0, $250.00 , $7.00 ," $18,823.00 ", $941.15 ," $17,881.85 "," $13,445.00 "," $4,436.85 ",01/10/2014,10, October ,2014,250.0,7.00 ,18823.0,17881.85,13445.0,4436.85 ,941.15,7.0
220,government,Mexico, Amarilla , Medium ,1683.0, $260.00 , $7.00 ," $11,781.00 ", $589.05 ," $11,191.95 "," $8,415.00 "," $2,776.95 ",01/07/2014,7, July ,2014,260.0,7.00 ,11781.0,11191.95,8415.0,2776.95 ,589.05,7.0
221,channel partners,Mexico, Amarilla , Medium ,1123.0, $260.00 , $12.00 ," $13,476.00 ", $673.80 ," $12,802.20 "," $3,369.00 "," $9,433.20 ",01/08/2014,8, August ,2014,260.0,12.00 ,13476.0,12802.2,3369.0,9433.20 ,673.8,12.0
222,government,Germany, Amarilla , Medium ,1159.0, $260.00 , $7.00 ," $8,113.00 ", $405.65 ," $7,707.35 "," $5,795.00 "," $1,912.35 ",01/10/2013,10, October ,2013,260.0,7.00 ,8113.0,7707.35,5795.0,1912.35 ,405.65,7.0
223,channel partners,France, Carretera , Medium ,1865.0, $3.00 , $12.00 ," $22,380.00 "," $1,119.00 "," $21,261.00 "," $5,595.00 "," $15,666.00 ",01/02/2014,2, February ,2014,3.0,12.00 ,22380.0,21261.0,5595.0,15666.00 ,1119.0,12.0
224,channel partners,Germany, Carretera , Medium ,1116.0, $3.00 , $12.00 ," $13,392.00 ", $669.60 ," $12,722.40 "," $3,348.00 "," $9,374.40 ",01/02/2014,2, February ,2014,3.0,12.00 ,13392.0,12722.4,3348.0,9374.40 ,669.6,12.0
225,government,France, Carretera , Medium ,1563.0, $3.00 , $20.00 ," $31,260.00 "," $1,563.00 "," $29,697.00 "," $15,630.00 "," $14,067.00 ",01/05/2014,5, May ,2014,3.0,20.00 ,31260.0,29697.0,15630.0,14067.00 ,1563.0,20.0
226,small business,United States of America, Carretera , Medium ,991.0, $3.00 , $300.00 ," $297,300.00 "," $14,865.00 "," $282,435.00 "," $247,750.00 "," $34,685.00 ",01/06/2014,6, June ,2014,3.0,300.00 ,297300.0,282435.0,247750.0,34685.00 ,14865.0,300.0
227,government,Germany, Carretera , Medium ,1016.0, $3.00 , $7.00 ," $7,112.00 ", $355.60 ," $6,756.40 "," $5,080.00 "," $1,676.40 ",01/11/2013,11, November ,2013,3.0,7.00 ,7112.0,6756.4,5080.0,1676.40 ,355.6,7.0
228,midmarket,Mexico, Carretera , Medium ,2791.0, $3.00 , $15.00 ," $41,865.00 "," $2,093.25 "," $39,771.75 "," $27,910.00 "," $11,861.75 ",01/11/2014,11, November ,2014,3.0,15.00 ,41865.0,39771.75,27910.0,11861.75 ,2093.25,15.0
229,government,United States of America, Carretera , Medium ,570.0, $3.00 , $7.00 ," $3,990.00 ", $199.50 ," $3,790.50 "," $2,850.00 ", $940.50 ,01/12/2014,12, December ,2014,3.0,7.00 ,3990.0,3790.5,2850.0,940.50 ,199.5,7.0
230,government,France, Carretera , Medium ,2487.0, $3.00 , $7.00 ," $17,409.00 ", $870.45 ," $16,538.55 "," $12,435.00 "," $4,103.55 ",01/12/2014,12, December ,2014,3.0,7.00 ,17409.0,16538.55,12435.0,4103.55 ,870.45,7.0
231,government,France, Montana , Medium ,1384.5, $5.00 , $350.00 ," $484,575.00 "," $24,228.75 "," $460,346.25 "," $359,970.00 "," $100,376.25 ",01/01/2014,1, January ,2014,5.0,350.00 ,484575.0,460346.25,359970.0,100376.25 ,24228.75,350.0
232,enterprise,United States of America, Montana , Medium ,3627.0, $5.00 , $125.00 ," $453,375.00 "," $22,668.75 "," $430,706.25 "," $435,240.00 "," $(4,533.75)",01/07/2014,7, July ,2014,5.0,125.00 ,453375.0,430706.25,435240.0,(4533.75),22668.75,125.0
233,government,Mexico, Montana , Medium ,720.0, $5.00 , $350.00 ," $252,000.00 "," $12,600.00 "," $239,400.00 "," $187,200.00 "," $52,200.00 ",01/09/2013,9, September ,2013,5.0,350.00 ,252000.0,239400.0,187200.0,52200.00 ,12600.0,350.0
234,channel partners,Germany, Montana , Medium ,2342.0, $5.00 , $12.00 ," $28,104.00 "," $1,405.20 "," $26,698.80 "," $7,026.00 "," $19,672.80 ",01/11/2014,11, November ,2014,5.0,12.00 ,28104.0,26698.8,7026.0,19672.80 ,1405.2,12.0
235,small business,Mexico, Montana , Medium ,1100.0, $5.00 , $300.00 ," $330,000.00 "," $16,500.00 "," $313,500.00 "," $275,000.00 "," $38,500.00 ",01/12/2013,12, December ,2013,5.0,300.00 ,330000.0,313500.0,275000.0,38500.00 ,16500.0,300.0
236,government,France, Paseo , Medium ,1303.0, $10.00 , $20.00 ," $26,060.00 "," $1,303.00 "," $24,757.00 "," $13,030.00 "," $11,727.00 ",01/02/2014,2, February ,2014,10.0,20.00 ,26060.0,24757.0,13030.0,11727.00 ,1303.0,20.0
237,enterprise,United States of America, Paseo , Medium ,2992.0, $10.00 , $125.00 ," $374,000.00 "," $18,700.00 "," $355,300.00 "," $359,040.00 "," $(3,740.00)",01/03/2014,3, March ,2014,10.0,125.00 ,374000.0,355300.0,359040.0,(3740.00),18700.0,125.0
238,enterprise,France, Paseo , Medium ,2385.0, $10.00 , $125.00 ," $298,125.00 "," $14,906.25 "," $283,218.75 "," $286,200.00 "," $(2,981.25)",01/03/2014,3, March ,2014,10.0,125.00 ,298125.0,283218.75,286200.0,(2981.25),14906.25,125.0
239,small business,Mexico, Paseo , Medium ,1607.0, $10.00 , $300.00 ," $482,100.00 "," $24,105.00 "," $457,995.00 "," $401,750.00 "," $56,245.00 ",01/04/2014,4, April ,2014,10.0,300.00 ,482100.0,457995.0,401750.0,56245.00 ,24105.0,300.0
240,government,United States of America, Paseo , Medium ,2327.0, $10.00 , $7.00 ," $16,289.00 ", $814.45 ," $15,474.55 "," $11,635.00 "," $3,839.55 ",01/05/2014,5, May ,2014,10.0,7.00 ,16289.0,15474.55,11635.0,3839.55 ,814.45,7.0
241,small business,United States of America, Paseo , Medium ,991.0, $10.00 , $300.00 ," $297,300.00 "," $14,865.00 "," $282,435.00 "," $247,750.00 "," $34,685.00 ",01/06/2014,6, June ,2014,10.0,300.00 ,297300.0,282435.0,247750.0,34685.00 ,14865.0,300.0
242,government,United States of America, Paseo , Medium ,602.0, $10.00 , $350.00 ," $210,700.00 "," $10,535.00 "," $200,165.00 "," $156,520.00 "," $43,645.00 ",01/06/2014,6, June ,2014,10.0,350.00 ,210700.0,200165.0,156520.0,43645.00 ,10535.0,350.0
243,midmarket,France, Paseo , Medium ,2620.0, $10.00 , $15.00 ," $39,300.00 "," $1,965.00 "," $37,335.00 "," $26,200.00 "," $11,135.00 ",01/09/2014,9, September ,2014,10.0,15.00 ,39300.0,37335.0,26200.0,11135.00 ,1965.0,15.0
244,government,Canada, Paseo , Medium ,1228.0, $10.00 , $350.00 ," $429,800.00 "," $21,490.00 "," $408,310.00 "," $319,280.00 "," $89,030.00 ",01/10/2013,10, October ,2013,10.0,350.00 ,429800.0,408310.0,319280.0,89030.00 ,21490.0,350.0
245,government,Canada, Paseo , Medium ,1389.0, $10.00 , $20.00 ," $27,780.00 "," $1,389.00 "," $26,391.00 "," $13,890.00 "," $12,501.00 ",01/10/2013,10, October ,2013,10.0,20.00 ,27780.0,26391.0,13890.0,12501.00 ,1389.0,20.0
246,enterprise,United States of America, Paseo , Medium ,861.0, $10.00 , $125.00 ," $107,625.00 "," $5,381.25 "," $102,243.75 "," $103,320.00 "," $(1,076.25)",01/10/2014,10, October ,2014,10.0,125.00 ,107625.0,102243.75,103320.0,(1076.25),5381.25,125.0
247,enterprise,France, Paseo , Medium ,704.0, $10.00 , $125.00 ," $88,000.00 "," $4,400.00 "," $83,600.00 "," $84,480.00 ", $(880.00),01/10/2013,10, October ,2013,10.0,125.00 ,88000.0,83600.0,84480.0,(880.00),4400.0,125.0
248,government,Canada, Paseo , Medium ,1802.0, $10.00 , $20.00 ," $36,040.00 "," $1,802.00 "," $34,238.00 "," $18,020.00 "," $16,218.00 ",01/12/2013,12, December ,2013,10.0,20.00 ,36040.0,34238.0,18020.0,16218.00 ,1802.0,20.0
249,government,United States of America, Paseo , Medium ,2663.0, $10.00 , $20.00 ," $53,260.00 "," $2,663.00 "," $50,597.00 "," $26,630.00 "," $23,967.00 ",01/12/2014,12, December ,2014,10.0,20.00 ,53260.0,50597.0,26630.0,23967.00 ,2663.0,20.0
250,government,France, Paseo , Medium ,2136.0, $10.00 , $7.00 ," $14,952.00 ", $747.60 ," $14,204.40 "," $10,680.00 "," $3,524.40 ",01/12/2013,12, December ,2013,10.0,7.00 ,14952.0,14204.4,10680.0,3524.40 ,747.6,7.0
251,midmarket,Germany, Paseo , Medium ,2116.0, $10.00 , $15.00 ," $31,740.00 "," $1,587.00 "," $30,153.00 "," $21,160.00 "," $8,993.00 ",01/12/2013,12, December ,2013,10.0,15.00 ,31740.0,30153.0,21160.0,8993.00 ,1587.0,15.0
252,midmarket,United States of America, Velo , Medium ,555.0, $120.00 , $15.00 ," $8,325.00 ", $416.25 ," $7,908.75 "," $5,550.00 "," $2,358.75 ",01/01/2014,1, January ,2014,120.0,15.00 ,8325.0,7908.75,5550.0,2358.75 ,416.25,15.0
253,midmarket,Mexico, Velo , Medium ,2861.0, $120.00 , $15.00 ," $42,915.00 "," $2,145.75 "," $40,769.25 "," $28,610.00 "," $12,159.25 ",01/01/2014,1, January ,2014,120.0,15.00 ,42915.0,40769.25,28610.0,12159.25 ,2145.75,15.0
254,enterprise,Germany, Velo , Medium ,807.0, $120.00 , $125.00 ," $100,875.00 "," $5,043.75 "," $95,831.25 "," $96,840.00 "," $(1,008.75)",01/02/2014,2, February ,2014,120.0,125.00 ,100875.0,95831.25,96840.0,(1008.75),5043.75,125.0
255,government,United States of America, Velo , Medium ,602.0, $120.00 , $350.00 ," $210,700.00 "," $10,535.00 "," $200,165.00 "," $156,520.00 "," $43,645.00 ",01/06/2014,6, June ,2014,120.0,350.00 ,210700.0,200165.0,156520.0,43645.00 ,10535.0,350.0
256,government,United States of America, Velo , Medium ,2832.0, $120.00 , $20.00 ," $56,640.00 "," $2,832.00 "," $53,808.00 "," $28,320.00 "," $25,488.00 ",01/08/2014,8, August ,2014,120.0,20.00 ,56640.0,53808.0,28320.0,25488.00 ,2832.0,20.0
257,government,France, Velo , Medium ,1579.0, $120.00 , $20.00 ," $31,580.00 "," $1,579.00 "," $30,001.00 "," $15,790.00 "," $14,211.00 ",01/08/2014,8, August ,2014,120.0,20.00 ,31580.0,30001.0,15790.0,14211.00 ,1579.0,20.0
258,enterprise,United States of America, Velo , Medium ,861.0, $120.00 , $125.00 ," $107,625.00 "," $5,381.25 "," $102,243.75 "," $103,320.00 "," $(1,076.25)",01/10/2014,10, October ,2014,120.0,125.00 ,107625.0,102243.75,103320.0,(1076.25),5381.25,125.0
259,enterprise,France, Velo , Medium ,704.0, $120.00 , $125.00 ," $88,000.00 "," $4,400.00 "," $83,600.00 "," $84,480.00 ", $(880.00),01/10/2013,10, October ,2013,120.0,125.00 ,88000.0,83600.0,84480.0,(880.00),4400.0,125.0
260,government,France, Velo , Medium ,1033.0, $120.00 , $20.00 ," $20,660.00 "," $1,033.00 "," $19,627.00 "," $10,330.00 "," $9,297.00 ",01/12/2013,12, December ,2013,120.0,20.00 ,20660.0,19627.0,10330.0,9297.00 ,1033.0,20.0
261,small business,Germany, Velo , Medium ,1250.0, $120.00 , $300.00 ," $375,000.00 "," $18,750.00 "," $356,250.00 "," $312,500.00 "," $43,750.00 ",01/12/2014,12, December ,2014,120.0,300.00 ,375000.0,356250.0,312500.0,43750.00 ,18750.0,300.0
262,government,Canada, VTT , Medium ,1389.0, $250.00 , $20.00 ," $27,780.00 "," $1,389.00 "," $26,391.00 "," $13,890.00 "," $12,501.00 ",01/10/2013,10, October ,2013,250.0,20.00 ,27780.0,26391.0,13890.0,12501.00 ,1389.0,20.0
263,government,United States of America, VTT , Medium ,1265.0, $250.00 , $20.00 ," $25,300.00 "," $1,265.00 "," $24,035.00 "," $12,650.00 "," $11,385.00 ",01/11/2013,11, November ,2013,250.0,20.00 ,25300.0,24035.0,12650.0,11385.00 ,1265.0,20.0
264,government,Germany, VTT , Medium ,2297.0, $250.00 , $20.00 ," $45,940.00 "," $2,297.00 "," $43,643.00 "," $22,970.00 "," $20,673.00 ",01/11/2013,11, November ,2013,250.0,20.00 ,45940.0,43643.0,22970.0,20673.00 ,2297.0,20.0
265,government,United States of America, VTT , Medium ,2663.0, $250.00 , $20.00 ," $53,260.00 "," $2,663.00 "," $50,597.00 "," $26,630.00 "," $23,967.00 ",01/12/2014,12, December ,2014,250.0,20.00 ,53260.0,50597.0,26630.0,23967.00 ,2663.0,20.0
266,government,United States of America, VTT , Medium ,570.0, $250.00 , $7.00 ," $3,990.00 ", $199.50 ," $3,790.50 "," $2,850.00 ", $940.50 ,01/12/2014,12, December ,2014,250.0,7.00 ,3990.0,3790.5,2850.0,940.50 ,199.5,7.0
267,government,France, VTT , Medium ,2487.0, $250.00 , $7.00 ," $17,409.00 ", $870.45 ," $16,538.55 "," $12,435.00 "," $4,103.55 ",01/12/2014,12, December ,2014,250.0,7.00 ,17409.0,16538.55,12435.0,4103.55 ,870.45,7.0
268,government,Germany, Amarilla , Medium ,1350.0, $260.00 , $350.00 ," $472,500.00 "," $23,625.00 "," $448,875.00 "," $351,000.00 "," $97,875.00 ",01/02/2014,2, February ,2014,260.0,350.00 ,472500.0,448875.0,351000.0,97875.00 ,23625.0,350.0
269,government,Canada, Amarilla , Medium ,552.0, $260.00 , $350.00 ," $193,200.00 "," $9,660.00 "," $183,540.00 "," $143,520.00 "," $40,020.00 ",01/08/2014,8, August ,2014,260.0,350.00 ,193200.0,183540.0,143520.0,40020.00 ,9660.0,350.0
270,government,Canada, Amarilla , Medium ,1228.0, $260.00 , $350.00 ," $429,800.00 "," $21,490.00 "," $408,310.00 "," $319,280.00 "," $89,030.00 ",01/10/2013,10, October ,2013,260.0,350.00 ,429800.0,408310.0,319280.0,89030.00 ,21490.0,350.0
271,small business,Germany, Amarilla , Medium ,1250.0, $260.00 , $300.00 ," $375,000.00 "," $18,750.00 "," $356,250.00 "," $312,500.00 "," $43,750.00 ",01/12/2014,12, December ,2014,260.0,300.00 ,375000.0,356250.0,312500.0,43750.00 ,18750.0,300.0
272,midmarket,France, Paseo , Medium ,3801.0, $10.00 , $15.00 ," $57,015.00 "," $3,420.90 "," $53,594.10 "," $38,010.00 "," $15,584.10 ",01/04/2014,4, April ,2014,10.0,15.00 ,57015.0,53594.1,38010.0,15584.10 ,3420.9,15.0
273,government,United States of America, Carretera , Medium ,1117.5, $3.00 , $20.00 ," $22,350.00 "," $1,341.00 "," $21,009.00 "," $11,175.00 "," $9,834.00 ",01/01/2014,1, January ,2014,3.0,20.00 ,22350.0,21009.0,11175.0,9834.00 ,1341.0,20.0
274,midmarket,Canada, Carretera , Medium ,2844.0, $3.00 , $15.00 ," $42,660.00 "," $2,559.60 "," $40,100.40 "," $28,440.00 "," $11,660.40 ",01/06/2014,6, June ,2014,3.0,15.00 ,42660.0,40100.4,28440.0,11660.40 ,2559.6,15.0
275,channel partners,Mexico, Carretera , Medium ,562.0, $3.00 , $12.00 ," $6,744.00 ", $404.64 ," $6,339.36 "," $1,686.00 "," $4,653.36 ",01/09/2014,9, September ,2014,3.0,12.00 ,6744.0,6339.36,1686.0,4653.36 ,404.64,12.0
276,channel partners,Canada, Carretera , Medium ,2299.0, $3.00 , $12.00 ," $27,588.00 "," $1,655.28 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",01/10/2013,10, October ,2013,3.0,12.00 ,27588.0,25932.72,6897.0,19035.72 ,1655.28,12.0
277,midmarket,United States of America, Carretera , Medium ,2030.0, $3.00 , $15.00 ," $30,450.00 "," $1,827.00 "," $28,623.00 "," $20,300.00 "," $8,323.00 ",01/11/2014,11, November ,2014,3.0,15.00 ,30450.0,28623.0,20300.0,8323.00 ,1827.0,15.0
278,government,United States of America, Carretera , Medium ,263.0, $3.00 , $7.00 ," $1,841.00 ", $110.46 ," $1,730.54 "," $1,315.00 ", $415.54 ,01/11/2013,11, November ,2013,3.0,7.00 ,1841.0,1730.54,1315.0,415.54 ,110.46,7.0
279,enterprise,Germany, Carretera , Medium ,887.0, $3.00 , $125.00 ," $110,875.00 "," $6,652.50 "," $104,222.50 "," $106,440.00 "," $(2,217.50)",01/12/2013,12, December ,2013,3.0,125.00 ,110875.0,104222.5,106440.0,(2217.50),6652.5,125.0
280,government,Mexico, Montana , Medium ,980.0, $5.00 , $350.00 ," $343,000.00 "," $20,580.00 "," $322,420.00 "," $254,800.00 "," $67,620.00 ",01/04/2014,4, April ,2014,5.0,350.00 ,343000.0,322420.0,254800.0,67620.00 ,20580.0,350.0
281,government,Germany, Montana , Medium ,1460.0, $5.00 , $350.00 ," $511,000.00 "," $30,660.00 "," $480,340.00 "," $379,600.00 "," $100,740.00 ",01/05/2014,5, May ,2014,5.0,350.00 ,511000.0,480340.0,379600.0,100740.00 ,30660.0,350.0
282,government,France, Montana , Medium ,1403.0, $5.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $7,015.00 "," $2,216.74 ",01/10/2013,10, October ,2013,5.0,7.00 ,9821.0,9231.74,7015.0,2216.74 ,589.26,7.0
283,channel partners,United States of America, Montana , Medium ,2723.0, $5.00 , $12.00 ," $32,676.00 "," $1,960.56 "," $30,715.44 "," $8,169.00 "," $22,546.44 ",01/11/2014,11, November ,2014,5.0,12.00 ,32676.0,30715.44,8169.0,22546.44 ,1960.56,12.0
284,government,France, Paseo , Medium ,1496.0, $10.00 , $350.00 ," $523,600.00 "," $31,416.00 "," $492,184.00 "," $388,960.00 "," $103,224.00 ",01/06/2014,6, June ,2014,10.0,350.00 ,523600.0,492184.0,388960.0,103224.00 ,31416.0,350.0
285,channel partners,Canada, Paseo , Medium ,2299.0, $10.00 , $12.00 ," $27,588.00 "," $1,655.28 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",01/10/2013,10, October ,2013,10.0,12.00 ,27588.0,25932.72,6897.0,19035.72 ,1655.28,12.0
286,government,United States of America, Paseo , Medium ,727.0, $10.00 , $350.00 ," $254,450.00 "," $15,267.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",01/10/2013,10, October ,2013,10.0,350.00 ,254450.0,239183.0,189020.0,50163.00 ,15267.0,350.0
287,enterprise,Canada, Velo , Medium ,952.0, $120.00 , $125.00 ," $119,000.00 "," $7,140.00 "," $111,860.00 "," $114,240.00 "," $(2,380.00)",01/02/2014,2, February ,2014,120.0,125.00 ,119000.0,111860.0,114240.0,(2380.00),7140.0,125.0
288,enterprise,United States of America, Velo , Medium ,2755.0, $120.00 , $125.00 ," $344,375.00 "," $20,662.50 "," $323,712.50 "," $330,600.00 "," $(6,887.50)",01/02/2014,2, February ,2014,120.0,125.00 ,344375.0,323712.5,330600.0,(6887.50),20662.5,125.0
289,midmarket,Germany, Velo , Medium ,1530.0, $120.00 , $15.00 ," $22,950.00 "," $1,377.00 "," $21,573.00 "," $15,300.00 "," $6,273.00 ",01/05/2014,5, May ,2014,120.0,15.00 ,22950.0,21573.0,15300.0,6273.00 ,1377.0,15.0
290,government,France, Velo , Medium ,1496.0, $120.00 , $350.00 ," $523,600.00 "," $31,416.00 "," $492,184.00 "," $388,960.00 "," $103,224.00 ",01/06/2014,6, June ,2014,120.0,350.00 ,523600.0,492184.0,388960.0,103224.00 ,31416.0,350.0
291,government,Mexico, Velo , Medium ,1498.0, $120.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $7,490.00 "," $2,366.84 ",01/06/2014,6, June ,2014,120.0,7.00 ,10486.0,9856.84,7490.0,2366.84 ,629.16,7.0
292,small business,France, Velo , Medium ,1221.0, $120.00 , $300.00 ," $366,300.00 "," $21,978.00 "," $344,322.00 "," $305,250.00 "," $39,072.00 ",01/10/2013,10, October ,2013,120.0,300.00 ,366300.0,344322.0,305250.0,39072.00 ,21978.0,300.0
293,government,France, Velo , Medium ,2076.0, $120.00 , $350.00 ," $726,600.00 "," $43,596.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",01/10/2013,10, October ,2013,120.0,350.00 ,726600.0,683004.0,539760.0,143244.00 ,43596.0,350.0
294,midmarket,Canada, VTT , Medium ,2844.0, $250.00 , $15.00 ," $42,660.00 "," $2,559.60 "," $40,100.40 "," $28,440.00 "," $11,660.40 ",01/06/2014,6, June ,2014,250.0,15.00 ,42660.0,40100.4,28440.0,11660.40 ,2559.6,15.0
295,government,Mexico, VTT , Medium ,1498.0, $250.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $7,490.00 "," $2,366.84 ",01/06/2014,6, June ,2014,250.0,7.00 ,10486.0,9856.84,7490.0,2366.84 ,629.16,7.0
296,small business,France, VTT , Medium ,1221.0, $250.00 , $300.00 ," $366,300.00 "," $21,978.00 "," $344,322.00 "," $305,250.00 "," $39,072.00 ",01/10/2013,10, October ,2013,250.0,300.00 ,366300.0,344322.0,305250.0,39072.00 ,21978.0,300.0
297,government,Mexico, VTT , Medium ,1123.0, $250.00 , $20.00 ," $22,460.00 "," $1,347.60 "," $21,112.40 "," $11,230.00 "," $9,882.40 ",01/11/2013,11, November ,2013,250.0,20.00 ,22460.0,21112.4,11230.0,9882.40 ,1347.6,20.0
298,small business,Canada, VTT , Medium ,2436.0, $250.00 , $300.00 ," $730,800.00 "," $43,848.00 "," $686,952.00 "," $609,000.00 "," $77,952.00 ",01/12/2013,12, December ,2013,250.0,300.00 ,730800.0,686952.0,609000.0,77952.00 ,43848.0,300.0
299,enterprise,France, Amarilla , Medium ,1987.5, $260.00 , $125.00 ," $248,437.50 "," $14,906.25 "," $233,531.25 "," $238,500.00 "," $(4,968.75)",01/01/2014,1, January ,2014,260.0,125.00 ,248437.5,233531.25,238500.0,(4968.75),14906.25,125.0
300,government,Mexico, Amarilla , Medium ,1679.0, $260.00 , $350.00 ," $587,650.00 "," $35,259.00 "," $552,391.00 "," $436,540.00 "," $115,851.00 ",01/09/2014,9, September ,2014,260.0,350.00 ,587650.0,552391.0,436540.0,115851.00 ,35259.0,350.0
301,government,United States of America, Amarilla , Medium ,727.0, $260.00 , $350.00 ," $254,450.00 "," $15,267.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",01/10/2013,10, October ,2013,260.0,350.00 ,254450.0,239183.0,189020.0,50163.00 ,15267.0,350.0
302,government,France, Amarilla , Medium ,1403.0, $260.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $7,015.00 "," $2,216.74 ",01/10/2013,10, October ,2013,260.0,7.00 ,9821.0,9231.74,7015.0,2216.74 ,589.26,7.0
303,government,France, Amarilla , Medium ,2076.0, $260.00 , $350.00 ," $726,600.00 "," $43,596.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",01/10/2013,10, October ,2013,260.0,350.00 ,726600.0,683004.0,539760.0,143244.00 ,43596.0,350.0
304,government,France, Montana , Medium ,1757.0, $5.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",01/10/2013,10, October ,2013,5.0,20.00 ,35140.0,33031.6,17570.0,15461.60 ,2108.4,20.0
305,midmarket,United States of America, Paseo , Medium ,2198.0, $10.00 , $15.00 ," $32,970.00 "," $1,978.20 "," $30,991.80 "," $21,980.00 "," $9,011.80 ",01/08/2014,8, August ,2014,10.0,15.00 ,32970.0,30991.8,21980.0,9011.80 ,1978.2,15.0
306,midmarket,Germany, Paseo , Medium ,1743.0, $10.00 , $15.00 ," $26,145.00 "," $1,568.70 "," $24,576.30 "," $17,430.00 "," $7,146.30 ",01/08/2014,8, August ,2014,10.0,15.00 ,26145.0,24576.3,17430.0,7146.30 ,1568.7,15.0
307,midmarket,United States of America, Paseo , Medium ,1153.0, $10.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",01/10/2014,10, October ,2014,10.0,15.00 ,17295.0,16257.3,11530.0,4727.30 ,1037.7,15.0
